音楽を<聞きた>。	音楽を(聞いた)。
火曜日に勉強<したん>。	火曜日に勉強(したんです)。
日本語部<にたくさんおにぎりに>食べられます。	日本語部(でたくさんおにぎりが)食べられます。
<日本語部にたくさんおにぎりに食べられます>。	(日本語部でおにぎりがたくさん食べられます)。
<日本語部にたくさんおにぎりに食べられます>。	(日本語部でたくさんのおにぎりが食べられます)。
<きれかったです>ね。	(きれいでした)ね。
<今日の朝に何でも食べませんでした>。	(今朝何も食べませんでした)。
今日の朝に<何でも>食べませんでした。	今日の朝に(何も)食べませんでした。
明日は、学校に<きない>。	明日は、学校に(こない)。
明日は、学校に<きない>。	明日は、学校に(いかない)。
去年のへやは<暗いかった>です。	去年のへやは(暗かった)です。
図書館は<静かました>。	図書館は(静かでした)。
漢字をたくさん<読める>ますか。	漢字をたくさん(読め)ますか。
漢字<を>たくさん読めるますか。	漢字(が)たくさん読めるますか。
ちょっとノートを<借りるも>いいですか。	ちょっとノートを(借りても)いいですか。
一緒に勉強<しますしょう>か。	一緒に勉強(しましょう)か。
ピザを<食べるでしたか>。	ピザを(食べましたか)。
泳ぐ<が>あるくより好きです。	泳ぐ(のは)あるくより好きです。
この漢字は<難しいじゃ>ないですね。	この漢字は(難しく)ないですね。
今日は台風が<来ました>ため、学校が休みです。	今日は台風が(来た)ため、学校が休みです。
この絵は有名<と>高いです。	この絵は有名(で)高いです。
きのう、映画を<見ますよ>。	きのう、映画を(見ましたよ)。
きのう、映画を<見ますよ>。	きのう、映画を(見まましたよ)。
お読みに<しませんか>。	お読みに(なりませんか)。
<お読みにしますか>。	(お読みしますか)。
<お読みにしますか>。	(お読みになってください)。
明日は寒く<なります>でしょう。	明日は寒く(なる)でしょう。
去年、宿題が<嫌いかった>。	去年、宿題が(嫌いだった)。
去年、宿題が<嫌かった>。	去年、宿題が(嫌だった)。
去年、宿題が<嫌いかった>。	去年、宿題が(嫌いでした)。
このケーキを<作わなかった>。	このケーキを(作らなかった)。
<窓をあけてましょうか>。	(窓をあけましょうか)。
この映画は、面白いから、<見って>ください。	この映画は、面白いから、(見て)ください。
明日は雨が<降ります>らしいです。	明日は雨が(降る)らしいです。
先生、大学院に行きたいので、すいせんじょうを<書かせて>いただけませんか。	先生、大学院に行きたいので、すいせんじょうを(書いて)いただけませんか。
「君の名は」という映画を<お勧めます>。	「君の名は」という映画)を(お勧めします)。
「君の名は」という映画を<勧めます>。	「君の名は」という映画)を(お勧めします)。
「君の名は」<というの映画>をお勧めします。	「君の名は」(という映画)をお勧めします。
めがねを<かいて>います。	めがねを(かけて)います。
明日試験を<とりません>。	明日試験を(うけません)。
<明日試験をとりません>。	(明日試験をしません)。
<明日に試験をうけません>。	(明日は試験をうけません)。
<明日に試験をうけません>。	(明日試験をうけません)。
うちに<帰りて>、のんびりしました。	うちに(帰って)、のんびりしました。
友達が一人も<ありました>。	友達が一人も(ありませんでした)。
友達が一人も<ありました>。	友達が一人も(いません)。
友達が一人<もありました>。	友達が一人(しかいません)。
図書館は、<静かない>。	図書館は、(静かじゃない)。
<うちに行きて>、ねました。	(いちに行って、)、ねました。
うちに<行きて>、ねました。	うちに(行って)、ねました。
友達を<呼びて>、一緒に映画を見ましょう。	友達を(呼んで、)、一緒に映画を見ましょう。
友達を<呼びて>、一緒に映画を見ましょう。	友達を(呼んで)、一緒に映画を見ましょう。
<誰は>田中さんのお父さんですか。	(誰が)田中さんのお父さんですか。
<誰は田中さんのお父さん>ですか。	(田中さんのお父さんは誰)ですか。
<上のかべに>写真があります。	(かべの上に)写真があります。
<上のかべに>写真があります。	(かべに)写真があります。
<たくさん場所はネットショピングをできます>。	(たくさんの場所でネットショピングができます)。
たくさん場所はネットショピング<を>できます。	たくさん場所はネットショピング(が)できます。
たくさん場所<はネットショピングを>できます。	たくさん場所(にネットショピングが)できます。
犬が<あります>。	犬が(います)。
クイズは<いくない>です。	クイズは(よくない)です。
先生、このクラスは<何時から何時にですか>。	先生、このクラスは(何時から何時までですか)。
先生、このクラスは<何時から何時にですか>。	先生、このクラスは(何時から何時ですか)。
寮に<行きて>から宿題をします。	寮に(行って)から宿題をします。
